"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha","Configuração de atribuição",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor gasto (BRL)",Término,Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link",shop_clicks,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Visualizações da página de destino","Custo por visualização da página de destino (BRL)","ROAS de doações","ROAS de compras","Valor de conversão das compras com assistência das lojas","Valor de conversão das compras diretas no site","Resultados (iniciais)","Indicador de resultados (inicial)"
2026-05-01,2026-08-08,"[PET] Teste Vertical - Conversão (Compra)",inactive,"Clique de 7 dias ou visualização de 1 dia",3,actions:offsite_conversion.fb_pixel_purchase,10360,1.764479,370.3,150,Diário,1110.9,Contínuo,18280,60.771335,179,,6.206145,0.979212,2950,16.137856,0.376576,149,7.455705,,2.254919,0,2504.99,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [5FE] - ESTOU AO VIVO",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA]  [QUENTE] - Destrave Seu Destino",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA]  [QUENTE] [RMKT]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [5EF] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [PERPETUO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [O FIM] [AUTO] [QUENTE] - TODOS ENVOLVIDOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [PERPETUO] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [O FIM] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[SARA] [CONVERSÃO] Janeiro - DF",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[SARA] [CONVERSÃO] Divórcio",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Arialief",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,300,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RC] Aquecimento Novos Seguidores",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Workshop - Teste de Criativo - Estáticos - ABO - Frio",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Workshop - Teste de Criativo - Vídeo - ABO - Frio",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Workshop - Vídeo - CBO - Quente",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Workshop - Teste de Público - Vídeo - ABO - Frio",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Tábua de Frios - Teste Criativo - ABO",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Tábua de Frios - Teste Público - ABO",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Workshop - Teste de Página - ABO - Frio",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Tábua de Frios - Teste NOVO - ABO",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO][Tábua de Frios][Out/2025]",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃ] Tábua - Página 2",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] Workshop - Página 3",inactive,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[MENSAGEM] Decoração Natal - Residencial",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ALCANCE] Natal",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 4",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE - Semelhantes",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[WPP] RAFAELA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[RP] [CONVERSÃO] Teste Público",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [QUENTE] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [CBO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] [PORTUGAL] - AULÃO NO ZOOM",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[MENSAGEM] [DIRECT] [AULA NO ZOOM] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [COMPRA] [ABO] [ZOOM] [AUTO] [FRIO] - AULÃO NO ZOOM - PORTUGUÊS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,75,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [BLACK FRIDAY] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [BLACK FRIDAY] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [WHATSAPP] [BLACK FRIDAY] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [5FE] [AUTO] [QUENTE] - TODOS ENVOLVIDOS",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [CADASTRO] [CBO] [5FE] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,45,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [5FE] - FALTA 5 DIAS - CLIQUE NO LINK",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [5FE] - FALTA 5 DIAS - VISUALIZACAO DE PAG",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [5FE] - FALTA 3 DIAS - CLIQUE NO LINK",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [5FE] - É AMANHA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [5FE] - É HOJE",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - 24horas",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,150,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Anitta",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA - Thais",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,200,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] REMARTKETING NOVA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[WPP] OSDE NOVA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] OSDE NOVA 3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,50,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] - INTERESSE -  ESCALA  013 - 014",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ALCANCE] [LEMBRETE] [EEM] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[CONVERSÃO] [LEADS] [EEM] [AUTO] [FRIO] -  EUA",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [AULA1] [EEM] [AUTO] [FRIO] - AULA 1",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ALCANCE] [LEMBRETE] [EEM] [AUTO] [FRIO]",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [CBO] [AULA1] [EEM] [AUTO] [FRIO] - AULA 1",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,120,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VIDEO VIEW] [LEMBRETE] [AULA1] [EEM] [AUTO] [FRIO] - AULA 1",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [CBO] [AULA2] [EEM] [AUTO] [FRIO] - AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,120,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[ALCANCE] [LEMBRETE] [AULA2] [EEM] [AUTO] [FRIO] - AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[VIDEO VIEW] [LEMBRETE] [CBO] [AULA2] [EEM] [AUTO] [FRIO] - AULA 2",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,100,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
2026-05-01,2026-08-08,"[TRÁFEGO] [LEMBRETE] [CBO] [AULA3] [EEM] [AUTO] [FRIO] - AULA 3",inactive,"Clique de 7 dias ou visualização de 1 dia",,,0,0,,300,Diário,0,Contínuo,0,0,,,,,0,0,0,,,,,0,0,,
